index,title,document_id,modified_time,web_view_link,filename,status,error
21, 【超稀有】Top5 最難入手寶可夢 | 寶可夢朱紫 | 鬃岩狼人 | 一家鼠 | 土龍節節 | 賽富豪 | 怖思壺 | 遊戲攻略,1mLeO4DiPaEcWedR5UwfSyZxO1Qu1UsC9mpEyiVJOVK0,2026-02-22T09:54:21.326Z,https://docs.google.com/document/d/1mLeO4DiPaEcWedR5UwfSyZxO1Qu1UsC9mpEyiVJOVK0/edit?usp=drivesdk,0021 - 【超稀有】Top5 最難入手寶可夢 _ 寶可夢朱紫 _ 鬃岩狼人 _ 一家鼠 _ 土龍節節 _ 賽富豪 _ 怖思壺 _ 遊戲攻略.docx,ok,
22,【仁王3】新手開局必看攻略✨前期你需要知道的10個超實用技巧 ，超完美開局大幅提升遊戲體驗,1PAAjrmfdHzMEi_C5wpnvSK8mENcFV76bSTRkUWNHIQc,2026-02-13T13:52:43.555Z,https://docs.google.com/document/d/1PAAjrmfdHzMEi_C5wpnvSK8mENcFV76bSTRkUWNHIQc/edit?usp=drivesdk,0022 - 【仁王3】新手開局必看攻略✨前期你需要知道的10個超實用技巧 ，超完美開局大幅提升遊戲體驗.docx,ok,
23,【明日方舟 終末地】x 玫玫物語,1hvlx7tOuEv2ww76n7dU8HxS2Jh4Uw_2l1AnIwQnIWq4,2026-02-06T12:22:29.355Z,https://docs.google.com/document/d/1hvlx7tOuEv2ww76n7dU8HxS2Jh4Uw_2l1AnIwQnIWq4/edit?usp=drivesdk,0023 - 【明日方舟 終末地】x 玫玫物語.docx,ok,
24,【GeForce NOW】1月,1SLzJ1eHL6wqq4z5vO8dbX0by8IFqQVfI67ZX56ZuQRI,2026-02-06T09:38:05.771Z,https://docs.google.com/document/d/1SLzJ1eHL6wqq4z5vO8dbX0by8IFqQVfI67ZX56ZuQRI/edit?usp=drivesdk,0024 - 【GeForce NOW】1月.docx,ok,
25,【真・三國無雙 起源】 如何獲得 DLC 最強武器,1k32e-5nLNTGErObdZfjJiy7zALystg-fGCKVSg0Mgso,2026-01-27T12:52:53.916Z,https://docs.google.com/document/d/1k32e-5nLNTGErObdZfjJiy7zALystg-fGCKVSg0Mgso/edit?usp=drivesdk,0025 - 【真・三國無雙 起源】 如何獲得 DLC 最強武器.docx,ok,
26,【真・三國無雙 起源】 switch,1oeydY_VROL1aV0WKZsikKN55awmt6v8LTR8JF72Sisc,2026-01-27T12:39:49.164Z,https://docs.google.com/document/d/1oeydY_VROL1aV0WKZsikKN55awmt6v8LTR8JF72Sisc/edit?usp=drivesdk,0026 - 【真・三國無雙 起源】 switch.docx,ok,
27,GeForce NOW 12月,1weEyET6lmgrSFw61tcRpIipVGNMypznIddvWpMTgiWs,2026-01-27T01:34:38.950Z,https://docs.google.com/document/d/1weEyET6lmgrSFw61tcRpIipVGNMypznIddvWpMTgiWs/edit?usp=drivesdk,0027 - GeForce NOW 12月.docx,ok,
28,【真三國無雙起源】 DLC 夢幻四英傑必玩 5 大重點⭐,10pMfPSk5rEM5aLbMh9vQbIu4fvV9IlQwWQAgqQq0XDI,2026-01-21T12:57:27.233Z,https://docs.google.com/document/d/10pMfPSk5rEM5aLbMh9vQbIu4fvV9IlQwWQAgqQq0XDI/edit?usp=drivesdk,0028 - 【真三國無雙起源】 DLC 夢幻四英傑必玩 5 大重點⭐.docx,ok,
29,心動小鎮 x 玫玫物語,1n1hWKh_5WZd0n5jN4BTU3wjeBt-OGEsqmKDNy4M1I58,2026-01-20T13:41:10.919Z,https://docs.google.com/document/d/1n1hWKh_5WZd0n5jN4BTU3wjeBt-OGEsqmKDNy4M1I58/edit?usp=drivesdk,0029 - 心動小鎮 x 玫玫物語.docx,ok,
30,【真三國無雙 起源】買前十件,1zKD9uasjtj7tGirZ2Kr6hgu-WQekO7p890NXxeqw47E,2026-01-18T06:49:09.787Z,https://docs.google.com/document/d/1zKD9uasjtj7tGirZ2Kr6hgu-WQekO7p890NXxeqw47E/edit?usp=drivesdk,0030 - 【真三國無雙 起源】買前十件.docx,ok,
31,《火炬之光：無限》X 玫玫物語,1YhIbzj_H40wbu8JIvR36HdaKtZ3ExCBgWDxLvfWGyJw,2026-01-12T03:24:13.956Z,https://docs.google.com/document/d/1YhIbzj_H40wbu8JIvR36HdaKtZ3ExCBgWDxLvfWGyJw/edit?usp=drivesdk,0031 - 《火炬之光：無限》X 玫玫物語.docx,ok,
32,【人中之龍8 外傳】買前十件,1qkqpqyIymHHfRUF5pXZekTZ--yO_bjoKI-ZW2kyR93o,2026-01-09T13:57:34.788Z,https://docs.google.com/document/d/1qkqpqyIymHHfRUF5pXZekTZ--yO_bjoKI-ZW2kyR93o/edit?usp=drivesdk,0032 - 【人中之龍8 外傳】買前十件.docx,ok,
33,【死亡擱淺2】買之前 10件 你需要知道的事情,13KTqiCiSDNMoyisO4xDAaS0AMPBA3xyjz49o8_ih0iA,2025-12-14T15:03:04.820Z,https://docs.google.com/document/d/13KTqiCiSDNMoyisO4xDAaS0AMPBA3xyjz49o8_ih0iA/edit?usp=drivesdk,0033 - 【死亡擱淺2】買之前 10件 你需要知道的事情.docx,ok,
34,【寶可夢ZA】DLC 異次元果實速刷攻略,1tt55iNruuKqtNhfuywLuLqZit6kli9OYa_j3vp7gYvU,2025-12-13T17:04:11.267Z,https://docs.google.com/document/d/1tt55iNruuKqtNhfuywLuLqZit6kli9OYa_j3vp7gYvU/edit?usp=drivesdk,0034 - 【寶可夢ZA】DLC 異次元果實速刷攻略.docx,ok,
35,【寶可夢ZA】DLC玩前必看,1vB9VP8Jk3fkd3mnng8BGAiDNeZ7W_FFqIDRB7mnoINY,2025-12-11T13:26:15.677Z,https://docs.google.com/document/d/1vB9VP8Jk3fkd3mnng8BGAiDNeZ7W_FFqIDRB7mnoINY/edit?usp=drivesdk,0035 - 【寶可夢ZA】DLC玩前必看.docx,ok,
36,GFN x 玫玫物語 11月,1o0YTJuokZWtfxmg8bSffCtuPPUVde78UFP0btyllbDI,2025-11-29T16:55:09.977Z,https://docs.google.com/document/d/1o0YTJuokZWtfxmg8bSffCtuPPUVde78UFP0btyllbDI/edit?usp=drivesdk,0036 - GFN x 玫玫物語 11月.docx,ok,
37,【歧路旅人0】買之前 10件 你需要知道的事情,1OnGeoRnc7yT0IT8O0MKFpSsaQJ6iHeRxgWwjVk4NbIg,2025-11-27T12:48:25.464Z,https://docs.google.com/document/d/1OnGeoRnc7yT0IT8O0MKFpSsaQJ6iHeRxgWwjVk4NbIg/edit?usp=drivesdk,0037 - 【歧路旅人0】買之前 10件 你需要知道的事情.docx,ok,
38,【決勝時刻：黑色行動7】新手開局必看攻略✨前期你需要知道的10個超實用技巧 ，大幅提升遊戲體驗,1kXFSSgF8uHj90j96x9ll8pRwrez6wJG2GLiKLqaovSc,2025-11-22T11:10:07.005Z,https://docs.google.com/document/d/1kXFSSgF8uHj90j96x9ll8pRwrez6wJG2GLiKLqaovSc/edit?usp=drivesdk,0038 - 【決勝時刻：黑色行動7】新手開局必看攻略✨前期你需要知道的10個超實用技巧 ，大幅提升遊戲體驗.docx,ok,
39,【萊莎的鍊金工房 ～秘密三部曲～ DX】,13avFL8eIYE7Hxnn2GAtJ68SgzpCfrFFAB7H0PYZRQJM,2025-11-16T07:45:11.948Z,https://docs.google.com/document/d/13avFL8eIYE7Hxnn2GAtJ68SgzpCfrFFAB7H0PYZRQJM/edit?usp=drivesdk,0039 - 【萊莎的鍊金工房 ～秘密三部曲～ DX】.docx,ok,
40,【鼠托邦】新手開局必看攻略✨前期你需要知道的10個超實用技巧 ，大幅提升遊戲體驗,1utyeb3fxHHVYIGa5DG6XkeJpQijGAM8_xp0czsp993w,2025-11-12T13:11:13.739Z,https://docs.google.com/document/d/1utyeb3fxHHVYIGa5DG6XkeJpQijGAM8_xp0czsp993w/edit?usp=drivesdk,0040 - 【鼠托邦】新手開局必看攻略✨前期你需要知道的10個超實用技巧 ，大幅提升遊戲體驗.docx,ok,
41,【薩爾達】新手開局必看攻略✨前期你需要知道的10個實用技巧 ，所有重點一次看,1Qxu26_6BmMAaEtGIx5wG2tKq3cXr-3J4W6Ry1hlXQ8w,2025-11-10T10:07:16.127Z,https://docs.google.com/document/d/1Qxu26_6BmMAaEtGIx5wG2tKq3cXr-3J4W6Ry1hlXQ8w/edit?usp=drivesdk,0041 - 【薩爾達】新手開局必看攻略✨前期你需要知道的10個實用技巧 ，所有重點一次看.docx,ok,
42,【寶可夢ZA】DLC最新消息,19dyac7md_d8NdmhT_J6D8ZL4ECeRafHKTZui7r6U_OA,2025-11-06T16:29:59.607Z,https://docs.google.com/document/d/19dyac7md_d8NdmhT_J6D8ZL4ECeRafHKTZui7r6U_OA/edit?usp=drivesdk,0042 - 【寶可夢ZA】DLC最新消息.docx,ok,
43,【寶可夢ZA】Top10 最強寶可夢,1Wr1ArbQ8jnXKchEISQY512FbGJ1Mw1n9GYPZiwGy4dk,2025-11-06T07:07:44.210Z,https://docs.google.com/document/d/1Wr1ArbQ8jnXKchEISQY512FbGJ1Mw1n9GYPZiwGy4dk/edit?usp=drivesdk,0043 - 【寶可夢ZA】Top10 最強寶可夢.docx,ok,
44,【寶可夢ZA】Top10 做壞技能,1VhrqAEBKAbXNLVXz4ZJSZWga2UVJ_siAtjdhjI1sZzM,2025-10-30T22:52:13.317Z,https://docs.google.com/document/d/1VhrqAEBKAbXNLVXz4ZJSZWga2UVJ_siAtjdhjI1sZzM/edit?usp=drivesdk,0044 - 【寶可夢ZA】Top10 做壞技能.docx,ok,
45,【寶可夢ZA】10個人氣寶可夢，掛機刷閃點位,15M0ZHYguqmlNLPZIqBy9jqOgllRytqbJN8-uUlu9wwg,2025-10-26T18:04:44.943Z,https://docs.google.com/document/d/15M0ZHYguqmlNLPZIqBy9jqOgllRytqbJN8-uUlu9wwg/edit?usp=drivesdk,0045 - 【寶可夢ZA】10個人氣寶可夢，掛機刷閃點位.docx,ok,
46,【寶可夢ZA】如何最快獲得閃耀護符,1bQFWLcUl3cFq6YZwJXHMhcJAo5pu74-a5zQ7VmgDwgc,2025-10-25T03:55:04.171Z,https://docs.google.com/document/d/1bQFWLcUl3cFq6YZwJXHMhcJAo5pu74-a5zQ7VmgDwgc/edit?usp=drivesdk,0046 - 【寶可夢ZA】如何最快獲得閃耀護符.docx,ok,
47,【寶可夢ZA】最高效率刷取閃光&頭目寶可夢的 5 種方法✨ 閃光機制超詳細完整攻略,1S9VU-yE1fO9INXTN0ZnUum4HY3WiYzbMCdktNki-0xU,2025-10-23T11:32:17.138Z,https://docs.google.com/document/d/1S9VU-yE1fO9INXTN0ZnUum4HY3WiYzbMCdktNki-0xU/edit?usp=drivesdk,0047 - 【寶可夢ZA】最高效率刷取閃光&頭目寶可夢的 5 種方法✨ 閃光機制超詳細完整攻略.docx,ok,
48,【寶可夢ZA】5 個最高效率速刷超級碎片的點位，瞬間999碎片,1KeqzotbIi1aVzoG01-kxcqtXDxinpGuwolxYmwEFAgE,2025-10-23T00:37:40.551Z,https://docs.google.com/document/d/1KeqzotbIi1aVzoG01-kxcqtXDxinpGuwolxYmwEFAgE/edit?usp=drivesdk,0048 - 【寶可夢ZA】5 個最高效率速刷超級碎片的點位，瞬間999碎片.docx,ok,
49,【寶可夢ZA】全螺絲,1l_M5wwjXOvOtp0mKzERfVHZIJOG0xLbfGOCco3kHiKs,2025-10-21T22:37:49.233Z,https://docs.google.com/document/d/1l_M5wwjXOvOtp0mKzERfVHZIJOG0xLbfGOCco3kHiKs/edit?usp=drivesdk,0049 - 【寶可夢ZA】全螺絲.docx,ok,
50,【寶可夢ZA】一晚45萬,1MjLniOtH39Wwn_wdrP3xliQ1xdenYxnEALxdUbvz3LE,2025-10-20T21:13:31.793Z,https://docs.google.com/document/d/1MjLniOtH39Wwn_wdrP3xliQ1xdenYxnEALxdUbvz3LE/edit?usp=drivesdk,0050 - 【寶可夢ZA】一晚45萬.docx,ok,
51,【寶可夢ZA】全野生地區蒐集,1Ooiz9O6D9xjzxBh7UZ6w8wshvqqebK6dDhaxaNSrl50,2025-10-20T20:43:32.930Z,https://docs.google.com/document/d/1Ooiz9O6D9xjzxBh7UZ6w8wshvqqebK6dDhaxaNSrl50/edit?usp=drivesdk,0051 - 【寶可夢ZA】全野生地區蒐集.docx,ok,
52,【寶可夢ZA】破關後可以做啥,11vhwLskm8VLQPUL6Rnv1LZzyogJTqoxr0KHGUt6Qsow,2025-10-20T19:58:45.082Z,https://docs.google.com/document/d/11vhwLskm8VLQPUL6Rnv1LZzyogJTqoxr0KHGUt6Qsow/edit?usp=drivesdk,0052 - 【寶可夢ZA】破關後可以做啥.docx,ok,
53,【寶可夢ZA】10個最做壞技能,1mF2DxlYVqdtso30jvBOiDerWU7_o5s02YRB_i5XcSSo,2025-10-20T19:44:34.212Z,https://docs.google.com/document/d/1mF2DxlYVqdtso30jvBOiDerWU7_o5s02YRB_i5XcSSo/edit?usp=drivesdk,0053 - 【寶可夢ZA】10個最做壞技能.docx,ok,
54,【寶可夢ZA】最速刷經驗簡單升到100級的方法🔼前期到後期都通用，賺取超大量經驗值,17d6mXHtvTMzQn-dRXx7-wV0QO8W7tclsUK1hZkt2h28,2025-10-18T01:00:52.319Z,https://docs.google.com/document/d/17d6mXHtvTMzQn-dRXx7-wV0QO8W7tclsUK1hZkt2h28/edit?usp=drivesdk,0054 - 【寶可夢ZA】最速刷經驗簡單升到100級的方法🔼前期到後期都通用，賺取超大量經驗值.docx,ok,
55,【寶可夢ZA】必抓10隻,1GDpTmn1J0Yn0Cn8XlUgYgQaEItdeO-6Tse5wJrcF32Q,2025-10-17T16:12:00.325Z,https://docs.google.com/document/d/1GDpTmn1J0Yn0Cn8XlUgYgQaEItdeO-6Tse5wJrcF32Q/edit?usp=drivesdk,0055 - 【寶可夢ZA】必抓10隻.docx,ok,
56,【寶可夢ZA】掛機刷閃✨超簡單輕鬆100%必出閃光方法,1Sx9Vq28EPB7w0B4bNulg6Hxrm1g30N-j4QvI5fsUeNw,2025-10-17T13:11:44.858Z,https://docs.google.com/document/d/1Sx9Vq28EPB7w0B4bNulg6Hxrm1g30N-j4QvI5fsUeNw/edit?usp=drivesdk,0056 - 【寶可夢ZA】掛機刷閃✨超簡單輕鬆100%必出閃光方法.docx,ok,
57,【寶可夢ZA】刷等,1YaKSXT-_f01Pkzwl9eQgljg1FDBL--dr6N-cfvuT_Bc,2025-10-17T13:09:45.771Z,https://docs.google.com/document/d/1YaKSXT-_f01Pkzwl9eQgljg1FDBL--dr6N-cfvuT_Bc/edit?usp=drivesdk,0057 - 【寶可夢ZA】刷等.docx,ok,
58,【寶可夢ZA】新手開局必看攻略 📘 學會這10個實用技巧 ，前期開荒沒煩惱,1-sDtuEXX7NMVZ3h4ZBK3dzk8gsOFgyuGIMQN2CApF_w,2025-10-17T12:00:40.090Z,https://docs.google.com/document/d/1-sDtuEXX7NMVZ3h4ZBK3dzk8gsOFgyuGIMQN2CApF_w/edit?usp=drivesdk,0058 - 【寶可夢ZA】新手開局必看攻略 📘 學會這10個實用技巧 ，前期開荒沒煩惱.docx,ok,
59,【寶可夢ZA】前期速刷超級碎片攻略⚡1分鐘200片直接MEGA石自由,1U6nkHcfhxsYnEpt7F6WpG6DeUf5AAXSpEmapiwfW_kg,2025-10-16T11:49:02.537Z,https://docs.google.com/document/d/1U6nkHcfhxsYnEpt7F6WpG6DeUf5AAXSpEmapiwfW_kg/edit?usp=drivesdk,0059 - 【寶可夢ZA】前期速刷超級碎片攻略⚡1分鐘200片直接MEGA石自由.docx,ok,
60,【寶可夢ZA】逾三家,1JBonbOghVsHqGOp3JABFCxigcmOvgG7qgFjShrXZM2w,2025-10-15T19:17:14.599Z,https://docs.google.com/document/d/1JBonbOghVsHqGOp3JABFCxigcmOvgG7qgFjShrXZM2w/edit?usp=drivesdk,0060 - 【寶可夢ZA】逾三家.docx,ok,
61,【《紅色的鍊金術士和白色的守護者～蕾斯萊莉婭娜的鍊金工房～》】,1Js40_dPxXnnmP9os4Iye8WMQHfCBcrCTTI7Ep_lOgwc,2025-10-15T10:05:53.248Z,https://docs.google.com/document/d/1Js40_dPxXnnmP9os4Iye8WMQHfCBcrCTTI7Ep_lOgwc/edit?usp=drivesdk,0061 - 【《紅色的鍊金術士和白色的守護者～蕾斯萊莉婭娜的鍊金工房～》】.docx,ok,
62,玫玫物語文案風格設定,1kiU8V4dwCsaeedUsEyu60p4azlNjs8Gzmw3h6hwphmE,2025-10-14T22:33:38.243Z,https://docs.google.com/document/d/1kiU8V4dwCsaeedUsEyu60p4azlNjs8Gzmw3h6hwphmE/edit?usp=drivesdk,0062 - 玫玫物語文案風格設定.docx,ok,
63,【寶可夢ZA】買之前 10件 你需要知道的事情，差異最大、難度最高的一代寶可夢⁉️,1xJAs3mRoXg0IYROWiuDzE3LEVXVsER6KuVbWhAKjikY,2025-10-14T22:33:28.622Z,https://docs.google.com/document/d/1xJAs3mRoXg0IYROWiuDzE3LEVXVsER6KuVbWhAKjikY/edit?usp=drivesdk,0063 - 【寶可夢ZA】買之前 10件 你需要知道的事情，差異最大、難度最高的一代寶可夢⁉️.docx,ok,
64,伊瑟 x 玫玫物語,1ERdAY6bNx_OPY2L1uvnc6caoqRmovmzlDIrwqGb9XIM,2025-10-13T07:47:30.357Z,https://docs.google.com/document/d/1ERdAY6bNx_OPY2L1uvnc6caoqRmovmzlDIrwqGb9XIM/edit?usp=drivesdk,0064 - 伊瑟 x 玫玫物語.docx,ok,
65,GFN x 玫玫物語,1qdXW3GYgoOOryVFQXCKmmnbsqenDpq4CTUDZJ64l-mw,2025-10-09T11:29:19.497Z,https://docs.google.com/document/d/1qdXW3GYgoOOryVFQXCKmmnbsqenDpq4CTUDZJ64l-mw/edit?usp=drivesdk,0065 - GFN x 玫玫物語.docx,ok,
66,【紅色的鍊金術士和白色的守護者 ～蕾斯萊莉婭娜的鍊金工房～】,1aW0hO1LbU6AyKlhE0xKMAyVptFx0zufeWNjU-NpEon0,2025-09-28T15:00:30.602Z,https://docs.google.com/document/d/1aW0hO1LbU6AyKlhE0xKMAyVptFx0zufeWNjU-NpEon0/edit?usp=drivesdk,0066 - 【紅色的鍊金術士和白色的守護者 ～蕾斯萊莉婭娜的鍊金工房～】.docx,ok,
67,【咚奇剛蕉力全開】買之前 10件 你需要知道的事情,1-Dj8P8DGl5gTU1H0WLh2hnIQkSUUneblLPdg-CpwQM8,2025-09-25T05:35:21.733Z,https://docs.google.com/document/d/1-Dj8P8DGl5gTU1H0WLh2hnIQkSUUneblLPdg-CpwQM8/edit?usp=drivesdk,0067 - 【咚奇剛蕉力全開】買之前 10件 你需要知道的事情.docx,ok,
68,Town to City x 玫玫物語,1rorRRzSMciBzk9Cz2vjmcS4U-fso1rItlC3z1h6g_sc,2025-09-16T03:15:47.578Z,https://docs.google.com/document/d/1rorRRzSMciBzk9Cz2vjmcS4U-fso1rItlC3z1h6g_sc/edit?usp=drivesdk,0068 - Town to City x 玫玫物語.docx,ok,
69,【牧場物語來吧,1XOdKQDqKsJvQblqarPArqatiL40ror9VFjyT3y26YY0,2025-08-09T23:58:54.240Z,https://docs.google.com/document/d/1XOdKQDqKsJvQblqarPArqatiL40ror9VFjyT3y26YY0/edit?usp=drivesdk,0069 - 【牧場物語來吧.docx,ok,
